Word Error Rate,Gestalt Pattern Matching,Longest Common Subsequence
"0,4666666667","0,7951807229","0,8918918919"
"0,25","0,9302325581","0,9302325581"
"0,1111111111","0,9761904762","0,9761904762"
"0,1818181818","0,9636363636","0,9636363636"
"0,1666666667","0,9701492537","0,9701492537"
0,1,1
"0,5","0,8947368421","0,8947368421"
"0,2","0,96","0,96"
"0,1111111111","0,9791666667","0,9791666667"
"0,25","0,9565217391","0,9565217391"
"0,25","0,9583333333","0,9583333333"
0,1,1
"0,1666666667","0,9714285714","0,9714285714"
"0,1111111111","0,9756097561","0,9756097561"
"0,25","0,9375","0,9375"
"0,25","0,9375","0,9375"
"0,2222222222","0,9591836735","0,9591836735"
"0,1818181818","0,9420289855","0,9420289855"
"0,125","0,96","0,96"
"0,1666666667","0,9782608696","0,9782608696"
"0,125","0,9761904762","0,9761904762"
"0,08333333333","0,9827586207","0,9827586207"
0,1,1
"0,125","0,9777777778","0,9777777778"
"0,1428571429","0,972972973","0,972972973"
"0,3333333333","0,9473684211","0,9473684211"
"0,25","0,9545454545","0,9545454545"
"0,09090909091","0,9833333333","0,9833333333"
"0,3333333333","0,95","0,95"
"0,3333333333","0,904109589","0,904109589"
"0,1111111111","0,9824561404","0,9824561404"
"0,3333333333","0,9333333333","0,9333333333"
0,1,1
"0,1428571429","0,96875","0,96875"
"0,3333333333","0,9523809524","0,9523809524"
0,1,1
"0,1111111111","0,9803921569","0,9803921569"
"0,125","0,98","0,98"
"0,4545454545","0,8904109589","0,8904109589"
"0,1111111111","0,9787234043","0,9787234043"
0,1,1
"0,6","0,8611111111","0,8611111111"
"0,125","0,9756097561","0,9756097561"
"0,1111111111","0,9827586207","0,9827586207"
"0,1","0,9830508475","0,9830508475"
"0,25","0,9411764706","0,9411764706"
"0,1666666667","0,9705882353","0,9705882353"
0,1,1
"0,1428571429","0,9605263158","0,9605263158"
"0,1538461538","0,9577464789","0,9855072464"
"0,2","0,9545454545","0,9545454545"
"0,8","0,5263157895","0,5263157895"
"0,1","0,9807692308","0,9807692308"
"0,1428571429","0,972972973","0,972972973"
"0,125","0,9756097561","0,9756097561"
"0,5","0,9333333333","0,9333333333"
"0,4285714286","0,8055555556","0,8055555556"
"0,07142857143","0,9850746269","0,9850746269"
"0,5","0,9333333333","0,9333333333"
"0,1538461538","0,9718309859","0,9718309859"
0,1,1
"0,125","0,9791666667","0,9791666667"
0,1,1
"0,1","0,9791666667","0,9791666667"
"0,2","0,9615384615","0,9615384615"
"0,1538461538","0,972972973","0,972972973"
"0,4285714286","0,9302325581","0,9302325581"
"0,1666666667","0,974025974","0,974025974"
"0,1428571429","0,9696969697","0,9696969697"
"0,1","0,9848484848","0,9848484848"
"0,2222222222","0,9583333333","0,9583333333"
"0,375","0,8541666667","0,8541666667"
"0,2","0,8965517241","0,8965517241"
"0,5","0,8666666667","0,8666666667"
"0,125","0,9787234043","0,9787234043"
"0,1428571429","0,9705882353","0,9705882353"
"0,1428571429","0,9666666667","0,9666666667"
"0,1428571429","0,9782608696","0,9782608696"
"0,1111111111","0,9841269841","0,9841269841"
"0,1666666667","0,9743589744","0,9743589744"
"0,2","0,9661016949","0,9661016949"
"0,1428571429","0,9803921569","0,9803921569"
"0,125","0,9803921569","0,9803921569"
"0,125","0,9782608696","0,9782608696"
"0,1666666667","0,9677419355","0,9677419355"
"0,25","0,9019607843","0,9019607843"
"0,1428571429","0,9746835443","0,9746835443"
"0,3333333333","0,9166666667","0,9166666667"
"0,25","0,9666666667","0,9666666667"
"0,25","0,96","0,96"
"0,2","0,9473684211","0,9473684211"
"0,6666666667","0,9473684211","0,9473684211"
0,1,1
"0,2","0,9594594595","0,9594594595"
"0,1428571429","0,9722222222","0,9722222222"
"0,1428571429","0,9782608696","0,9782608696"
"0,07142857143","0,9879518072","0,9879518072"
"0,2","0,9565217391","0,9565217391"
"0,1","0,9833333333","0,9833333333"
"0,2","0,96","0,96"
"0,2","0,9722222222","0,9722222222"
"0,1428571429","0,9743589744","0,9743589744"
"0,07692307692","0,9886363636","0,9886363636"
"0,1111111111","0,9811320755","0,9811320755"
"0,2857142857","0,7619047619","0,7619047619"
"0,1428571429","0,9743589744","0,9743589744"
0,1,1
"0,1428571429","0,976744186","0,976744186"
"0,2","0,9545454545","0,9545454545"
"0,1","0,9782608696","0,9782608696"
"0,1428571429","0,9782608696","0,9782608696"
"0,3","0,84","0,84"
"0,125","0,9782608696","0,9782608696"
"0,1666666667","0,935483871","0,935483871"
"0,25","0,9545454545","0,9545454545"
"0,2727272727","0,9310344828","0,9310344828"
"0,8","0,4864864865","0,4864864865"
"0,125","0,976744186","0,976744186"
"0,6666666667","0,6666666667","0,6666666667"
"0,1818181818","0,9696969697","0,9696969697"
"0,2727272727","0,9523809524","0,9523809524"
"0,2","0,9545454545","0,9545454545"
"0,25","0,9318181818","0,9318181818"
0,1,1
"0,4444444444","0,9183673469","0,9183673469"
0,1,1
0,1,1
"0,1428571429","0,9777777778","0,9777777778"
"0,3333333333","0,9473684211","0,9473684211"
"0,2222222222","0,9444444444","0,9444444444"
"0,3","0,9791666667","0,9791666667"
"0,09090909091","0,9827586207","0,9827586207"
"0,1111111111","0,9782608696","0,9782608696"
"0,2857142857","0,9135802469","0,9135802469"
"0,3333333333","0,9545454545","0,9545454545"
"0,2","0,9761904762","0,9761904762"
0,1,1
"0,5","0,8461538462","0,9166666667"
"0,1428571429","0,972972973","0,972972973"
"0,1","0,9791666667","0,9791666667"
"0,1818181818","0,9692307692","0,9692307692"
"0,375","0,914893617","0,914893617"
"0,1818181818","0,9827586207","0,9827586207"
"0,25","0,9565217391","0,9565217391"
"0,1666666667","0,9743589744","0,9743589744"
"0,5","0,9230769231","0,9230769231"
"0,07142857143","0,9892473118","0,9892473118"
"0,1111111111","0,9818181818","0,9818181818"
"0,2857142857","0,9756097561","0,9756097561"
"0,25","0,9333333333","0,9333333333"
"0,5","0,9","0,9"
"0,125","0,9615384615","0,9803921569"
"0,3333333333","0,7974683544","0,8076923077"
"0,3333333333","0,9473684211","0,9473684211"
0,1,1
"0,125","0,9830508475","0,9830508475"
"0,3","0,9444444444","0,9444444444"
"0,2","0,9583333333","0,9583333333"
"0,1666666667","0,975","0,975"
0,1,1
"0,1428571429","0,9696969697","0,9696969697"
"0,2857142857","0,9473684211","0,9473684211"
"0,1818181818","0,9310344828","0,9310344828"
"0,1428571429","0,9782608696","0,9782608696"
0,1,1
"0,08333333333","0,9850746269","0,9850746269"
"0,2","0,9642857143","0,9642857143"
"0,2","0,95","0,95"
"0,1428571429","0,9696969697","0,9696969697"
"0,1818181818","0,875","0,875"
"0,1666666667","0,9615384615","0,9615384615"
"0,2","0,9649122807","0,9649122807"
"0,2","0,9565217391","0,9565217391"
"0,25","0,9583333333","0,9583333333"
"0,2222222222","0,9682539683","0,9682539683"
"0,2","0,96","0,96"
"0,3076923077","0,8571428571","0,8571428571"
"0,1666666667","0,96","0,96"
"0,3333333333","0,9285714286","0,9285714286"
"0,5","0,9090909091","0,9090909091"
"0,1","0,9836065574","0,9836065574"
0,1,1
"0,2","0,9523809524","0,9523809524"
"0,08333333333","0,9821428571","0,9821428571"
0,1,1
"0,2","0,9642857143","0,9642857143"
"0,1818181818","0,9710144928","0,9852941176"
"0,3333333333","0,9444444444","0,9444444444"
"0,1111111111","0,9777777778","0,9777777778"
"0,25","0,9523809524","0,9523809524"
"0,2857142857","0,9545454545","0,9545454545"
0,1,1
"0,2857142857","0,9347826087","0,9347826087"
"0,1111111111","0,9777777778","0,9777777778"
"0,1111111111","0,976744186","0,976744186"
"0,1111111111","0,98","0,98"
"0,1111111111","0,976744186","0,976744186"
"0,25","0,9523809524","0,9523809524"
0,1,1
"0,2727272727","0,90625","0,90625"
"0,1","0,9807692308","0,9807692308"
"0,1666666667","0,9761904762","0,9761904762"
"0,1428571429","0,9756097561","0,9756097561"
"0,3333333333","0,9302325581","0,9756097561"
"0,07142857143","0,9871794872","0,9871794872"
"0,25","0,9444444444","0,9444444444"
"0,2","0,9565217391","0,9565217391"
"0,2","0,9615384615","0,9615384615"
"0,2","0,9696969697","0,9696969697"
"0,1","0,9791666667","0,9791666667"
"0,25","0,9642857143","0,9642857143"
"0,2857142857","0,9565217391","0,9565217391"
"0,09090909091","0,9846153846","0,9846153846"
"0,4","0,9411764706","0,9411764706"
"0,6666666667","0,8571428571","0,8571428571"
"0,1428571429","0,9770114943","0,9770114943"
"0,375","0,914893617","0,914893617"
"0,09090909091","0,9866666667","0,9866666667"
0,1,1
"0,1111111111","0,9791666667","0,9791666667"
0,1,1
"0,1","0,984375","0,984375"
"0,25","0,875","0,875"
"0,1111111111","0,9743589744","0,9743589744"
"0,1111111111","0,9782608696","0,9782608696"
"0,5","0,84375","0,84375"
"0,125","0,9807692308","0,9807692308"
"0,25","0,9411764706","0,9411764706"
"0,1111111111","0,9791666667","0,9791666667"
"0,1111111111","0,9803921569","0,9803921569"
"0,1666666667","0,9696969697","0,9696969697"
"0,1428571429","0,9772727273","0,9772727273"
"0,1","0,98","0,98"
"0,1333333333","0,9518072289","0,9875"
"0,08333333333","0,9886363636","0,9886363636"
"0,1666666667","0,972972973","0,972972973"
"0,5","0,8554216867","0,8554216867"
"0,2","0,9615384615","0,9615384615"
"0,2","0,9677419355","0,9677419355"
"0,1538461538","0,9718309859","0,9718309859"
"0,3333333333","0,95","0,95"
0,1,1
"0,1428571429","0,9772727273","0,9772727273"
"0,2307692308","0,9607843137","0,9607843137"
"0,375","0,94","0,94"
"0,2","0,9666666667","0,9666666667"
"0,5714285714","0,6486486486","0,6486486486"
"0,3333333333","0,9230769231","0,9230769231"
0,1,1
"0,1666666667","0,9756097561","0,9756097561"
"0,1666666667","0,9642857143","0,9642857143"
0,1,1
"0,25","0,9166666667","0,9166666667"
"0,25","0,95","0,95"
"0,125","0,9714285714","0,9714285714"
"0,1666666667","0,9696969697","0,9696969697"
"0,3333333333","0,9444444444","0,9444444444"
"0,1666666667","0,9615384615","0,9615384615"
"0,2857142857","0,9512195122","0,9512195122"
"0,08333333333","0,9850746269","0,9850746269"
"0,09090909091","0,9833333333","0,9833333333"
"0,125","0,9787234043","0,9787234043"
"0,1428571429","0,975","0,975"
"0,1666666667","0,9722222222","0,9722222222"
"0,2","0,9642857143","0,9642857143"
"0,1428571429","0,9705882353","0,9705882353"
"0,2","0,9736842105","0,9736842105"
1,"0,8888888889","0,8888888889"
"0,1428571429","0,976744186","0,976744186"
"0,2142857143","0,9589041096","0,9589041096"
"0,1666666667","0,9764705882","0,9764705882"
"0,08333333333","0,9846153846","0,9846153846"
"0,375","0,8648648649","0,8648648649"
"0,2727272727","0,9444444444","0,9622641509"
"0,2","0,9722222222","0,9722222222"
0,1,1
"0,25","0,9444444444","0,9444444444"
"0,3333333333","0,94","0,94"
"0,2","0,975","0,975"
"0,1428571429","0,9277108434","0,9277108434"
"0,4285714286","0,9444444444","0,9444444444"
"0,07692307692","0,9897959184","0,9897959184"
0,1,1
"0,1666666667","0,972972973","0,972972973"
"0,1111111111","0,9791666667","0,9791666667"
"0,5","0,9574468085","0,9574468085"
"0,3","0,9016393443","0,9016393443"
"0,1666666667","0,976744186","0,976744186"
"0,375","0,9387755102","0,9387755102"
"0,2","0,9583333333","0,9583333333"
"0,1818181818","0,962962963","0,962962963"
0,1,1
0,1,1
"0,5","0,9285714286","0,9285714286"
0,1,1
"0,2857142857","0,9411764706","0,9411764706"
"0,1666666667","0,975","0,975"
"0,09090909091","0,984375","0,984375"
"0,125","0,9772727273","0,9772727273"
"0,1111111111","0,9756097561","0,9756097561"
"0,07142857143","0,9875","0,9875"
"0,07142857143","0,9900990099","0,9900990099"
"0,5333333333","0,9178082192","0,9178082192"
"0,25","0,9444444444","0,9444444444"
"0,1666666667","0,9615384615","0,9615384615"
"0,1111111111","0,9807692308","0,9807692308"
0,1,1
"0,07142857143","0,9873417722","0,9873417722"
"0,1428571429","0,98","0,98"
"0,2","0,9166666667","0,9166666667"
"0,2","0,9444444444","0,9444444444"
"0,3333333333","0,9285714286","0,9285714286"
"0,4","0,8636363636",1
"1,2","0,32","0,32"
"0,1","0,9824561404","0,9824561404"
"0,6","0,75","0,75"
"0,1111111111","0,9795918367","0,9795918367"
"0,3333333333","0,8636363636","0,8636363636"
"0,5","0,9047619048","0,9047619048"
"0,5","0,9090909091","0,9090909091"
"0,1538461538","0,9733333333","0,9733333333"
"0,6666666667","0,9230769231","0,9230769231"
"0,5","0,9375","0,9375"
"0,3333333333","0,9428571429","0,9428571429"
"0,1666666667","0,9696969697","0,9696969697"
"0,1428571429","0,9782608696","0,9782608696"
"0,1428571429","0,987012987","0,987012987"
0,1,1
"0,1666666667","0,9791666667","0,9791666667"
"0,1666666667","0,9722222222","0,9722222222"
"0,09090909091","0,9827586207","0,9827586207"
"0,08333333333","0,9824561404","0,9824561404"
0,1,1
"0,1666666667","0,9791666667","0,9791666667"
"0,1111111111","0,9803921569","0,9803921569"
"0,2","0,9696969697","0,9696969697"
"0,2","0,9722222222","0,9722222222"
"0,08333333333","0,9846153846",1
0,1,1
"0,07692307692","0,989010989","0,989010989"
"0,1818181818","0,9696969697","0,9696969697"
0,1,1
"0,2","0,9615384615","0,9615384615"
"0,125","0,9268292683","0,9268292683"
"0,1666666667","0,96875","0,96875"
"0,1","0,9791666667","0,9791666667"
"0,09090909091","0,9838709677","0,9838709677"
"0,2","0,9615384615","0,9615384615"
"0,5","0,9285714286","0,9285714286"
"0,4","0,9393939394","0,9393939394"
"0,125","0,9756097561","0,9756097561"
"0,1428571429","0,972972973","0,972972973"
0,1,1
0,1,1
"0,125","0,9756097561","0,9756097561"
"0,375","0,972972973","0,972972973"
"0,1666666667","0,9661016949","0,9661016949"
"0,3333333333","0,90625","0,90625"
"0,07692307692","0,9846153846","0,9846153846"
"0,125","0,9756097561","0,9756097561"
"0,2857142857","0,9696969697","0,9696969697"
0,1,1
"0,2142857143","0,9302325581","0,9302325581"
"0,2","0,9583333333","0,9583333333"
"0,1428571429","0,9655172414","0,9655172414"
"0,375","0,8157894737","0,9117647059"
0,1,1
"0,1428571429","0,972972973","0,972972973"
0,1,1
"0,1428571429","0,9791666667","0,9791666667"
"0,25","0,9545454545","0,9545454545"
"0,09090909091","0,9848484848","0,9848484848"
"0,09090909091","0,984375","0,984375"
"0,125","0,9791666667","0,9791666667"
"0,09090909091","0,9848484848","0,9848484848"
0,1,1
"0,1666666667","0,9295774648","0,9295774648"
0,1,1
"0,125","0,9782608696","0,9782608696"
"0,3333333333","0,9583333333","0,9583333333"
"0,4285714286","0,7894736842","0,8571428571"
"0,09090909091","0,9850746269","0,9850746269"
"0,1428571429","0,9367088608","0,9367088608"
"0,09090909091","0,9848484848","0,9848484848"
"0,3333333333","0,95","0,95"
"0,1","0,9852941176","0,9852941176"
"0,1538461538","0,9705882353","0,9705882353"
"0,2142857143","0,961038961","0,961038961"
0,1,1
"0,2307692308","0,9487179487","0,961038961"
"0,2857142857","0,9574468085","0,9574468085"
"0,1","0,9821428571","0,9821428571"
"0,2","0,9565217391","0,9565217391"
"0,1666666667","0,9714285714","0,9714285714"
"0,3","0,9433962264","0,9433962264"
"0,1428571429","0,9722222222","0,9722222222"
"0,1111111111","0,9821428571","0,9821428571"
"0,125","0,9772727273","0,9772727273"
"0,3333333333","0,8363636364","0,8363636364"
"0,1818181818","0,9661016949","0,9661016949"
"0,2142857143","0,97","0,97"
"0,1428571429","0,9696969697","0,9696969697"
"0,4285714286","0,9210526316","0,9459459459"
"0,1428571429","0,9714285714","0,9714285714"
"0,09090909091","0,9672131148","0,9672131148"
"0,125","0,976744186","0,976744186"
"0,1111111111","0,9787234043","0,9787234043"
"0,09090909091","0,9848484848","0,9848484848"
"0,1428571429","0,9655172414","0,9655172414"
"0,4","0,9090909091","0,9090909091"
"0,07142857143","0,9846153846","0,9846153846"
"0,3","0,8909090909","0,8909090909"
1,"0,5384615385","0,5384615385"
"0,3333333333","0,9375","0,9375"
"0,3333333333","0,953125","0,953125"
0,1,1
"0,3333333333","0,9565217391","0,9565217391"
"0,1","0,9818181818","0,9818181818"
"0,1","0,9838709677","0,9838709677"
"0,2","0,9666666667","0,9666666667"
"0,4285714286","0,975","0,975"
"0,25","0,9636363636","0,9636363636"
"0,1","0,9852941176","0,9852941176"
"0,2","0,9583333333","0,9583333333"
"0,2","0,962962963","0,962962963"
"0,2","0,9444444444","0,9444444444"
"0,1111111111","0,9772727273","0,9772727273"
"0,2","0,9523809524","0,9523809524"
0,1,1
"0,07142857143","0,9863013699","0,9863013699"
"0,2","0,9473684211","0,9473684211"
0,1,1
"0,07692307692","0,9868421053","0,9868421053"
"0,2","0,96875","0,96875"
"0,2","0,9565217391","0,9565217391"
"0,5","0,9166666667","0,9166666667"
"0,2222222222","0,962962963","0,962962963"
"0,1","0,9824561404","0,9824561404"
"0,1666666667","0,9677419355","0,9677419355"
"0,5","0,8125","0,8125"
"0,2857142857","0,9523809524","0,9523809524"
"0,1428571429","0,976744186","0,976744186"
"0,5","0,880952381","0,880952381"
"0,25","0,96","0,96"
"0,09090909091","0,9814814815","0,9814814815"
0,1,1
"0,1111111111","0,9761904762","0,9761904762"
"0,25","0,9444444444","0,9444444444"
"0,5","0,95","0,95"
"0,2","0,96","0,96"
"0,1111111111","0,9565217391",1
"0,2","0,9655172414","0,9655172414"
0,1,1
"0,1428571429","0,9718309859","0,9718309859"
"0,1111111111","0,9787234043","0,9787234043"
"0,25","0,96","0,96"
"0,25","0,9375","0,9375"
"0,1428571429","0,9714285714","0,9714285714"
"0,1666666667","0,962962963","0,962962963"
"0,2727272727","0,9333333333","0,9655172414"
"0,1111111111","0,9814814815","0,9814814815"
"0,125","0,98","0,98"
"0,1111111111","0,9811320755","0,9811320755"
"0,1666666667","0,9666666667","0,9666666667"
"0,125","0,9756097561","0,9756097561"
0,1,1
"0,3333333333","0,9333333333","0,9333333333"
"0,1538461538","0,9682539683","0,9682539683"
"0,3333333333","0,9454545455","0,9454545455"
"0,2727272727","0,9365079365","0,9365079365"
"0,09090909091","0,9818181818","0,9818181818"
0,1,1
"0,07692307692","0,984375","0,984375"
"0,1666666667","0,9714285714","0,9714285714"
"0,125","0,9696969697","0,9696969697"
"0,25","0,9193548387","0,9193548387"
"0,25","0,962962963","0,962962963"
"0,07142857143","0,9875","0,9875"
0,1,1
"0,08333333333","0,9838709677","0,9838709677"
"0,25","0,9545454545","0,9545454545"
"0,625","0,8301886792","0,8301886792"
0,1,1
"0,25","0,8421052632","0,8888888889"
"0,1111111111","0,9761904762","0,9761904762"
"0,25","0,9444444444","0,9714285714"
"0,25","0,9411764706","0,9552238806"
"0,1818181818","0,9387755102","0,9387755102"
"0,1666666667","0,9565217391","0,9565217391"
0,1,1
"0,09090909091","0,9818181818","0,9818181818"
0,1,1
0,1,1
"0,125","0,9791666667","0,9791666667"
0,1,1
"0,25","0,9473684211","0,9473684211"
"0,3333333333","0,9375","0,9375"
"0,2857142857","0,8717948718","0,8831168831"
"0,1","0,9818181818","0,9818181818"
"0,1666666667","0,9672131148","0,9672131148"
0,1,1
"0,1111111111","0,9803921569","0,9803921569"
"0,09090909091","0,9821428571","0,9821428571"
"0,3333333333","0,9166666667","0,9166666667"
"0,3333333333","0,9473684211","0,9473684211"
"0,125","0,9736842105","0,9736842105"
"0,2727272727","0,9545454545","0,9545454545"
"0,25","0,95","0,95"
"0,2","0,9642857143","0,9642857143"
"0,3333333333","0,9473684211","0,9473684211"
0,1,1
"0,2","0,9615384615","0,9615384615"
"0,1111111111","0,9761904762","0,9761904762"
"0,1666666667","0,9791666667","0,9791666667"
"0,1111111111","0,9666666667",1
0,1,1
"0,25","0,94","0,94"
